p (mbar),T (degC),Tdew (degC),rh (%),max. wv (m/s),SWDR (W/m�)
993.54,11.23,4.67,63.93,4.12,262.36
993.52,11.52,4.54,62.12,3.97,234.61
993.5,11.29,4.54,63.1,4.64,175.87
993.47,11.32,4.79,64.07,3.55,220.4
993.46,11.53,4.95,63.9,5.23,304.53
993.42,11.69,5.01,63.49,4.28,219.16
993.44,11.41,5.11,65.15,3.09,137.05
993.4,11.41,5.37,66.34,1.93,175.2
993.32,11.54,5.21,65.0,2.99,123.61
993.27,11.48,5.06,64.58,3.21,182.67
993.23,11.38,5.04,64.94,3.68,164.85
993.18,11.33,5.13,65.56,3.64,121.37
993.22,11.07,5.5,68.43,2.34,93.79
993.22,10.64,5.56,70.73,2.62,71.37
993.23,10.3,5.42,71.65,2.46,48.99
993.28,10.27,4.94,69.43,1.74,23.09
993.33,10.24,4.54,67.67,1.66,8.71
993.39,9.97,4.29,67.71,1.49,2.78
993.47,9.73,3.97,67.26,1.11,0.0
993.5,9.49,3.96,68.3,0.94,0.0
993.63,9.3,3.93,69.05,2.13,0.0
993.62,9.07,3.87,69.81,2.43,0.0
993.67,8.95,3.82,70.13,2.35,0.0
993.66,9.0,3.89,70.27,2.68,0.0
993.68,8.74,3.95,71.82,3.42,0.0
993.69,8.54,3.87,72.38,3.18,0.0
993.72,8.43,3.78,72.46,1.99,0.0
993.85,8.11,3.9,74.7,2.26,0.0
993.86,7.66,4.14,78.3,2.1,0.0
993.89,7.5,4.01,78.51,2.61,0.0
993.91,7.43,3.74,77.32,2.61,0.0
993.99,7.23,3.8,78.78,1.78,0.0
994.03,6.68,4.23,84.3,1.69,0.0
994.02,6.61,4.26,84.9,2.27,0.0
993.96,6.46,3.91,83.7,1.79,0.0
993.97,6.26,4.51,88.5,2.32,0.0
993.98,6.01,4.69,91.2,2.86,0.0
993.96,5.83,4.84,93.3,2.67,0.0
994.01,5.53,4.9,95.7,2.51,0.0
994.0,5.51,4.79,95.1,3.2,0.0
993.9,5.62,4.78,94.3,3.04,0.0
993.91,5.46,4.83,95.7,3.43,0.0
993.93,5.02,4.68,97.7,3.67,0.0
993.92,4.94,4.6,97.7,4.15,0.0
993.91,4.92,4.54,97.4,2.97,0.0
993.9,4.72,4.44,98.1,3.14,0.0
993.85,4.5,4.37,99.1,2.55,0.0
993.76,4.35,4.35,100.0,2.24,0.0
993.7,4.21,4.21,100.0,2.48,0.0
993.61,4.08,4.08,100.0,2.37,0.0
993.52,4.04,4.04,100.0,2.4,0.0
993.53,3.98,3.98,100.0,2.16,0.0
993.5,3.8,3.8,100.0,2.07,0.0
993.47,3.76,3.76,100.0,2.16,0.0
993.44,3.71,3.71,100.0,2.43,0.0
993.37,3.65,3.65,100.0,2.77,0.0
993.32,3.52,3.52,100.0,2.05,0.0
993.24,3.52,3.52,100.0,1.43,0.0
993.2,3.4,3.4,100.0,2.43,0.0
993.15,3.23,3.23,100.0,1.49,0.0
993.11,3.15,3.15,100.0,2.39,0.0
993.1,3.09,3.09,100.0,2.4,0.0
993.01,3.02,3.02,100.0,1.48,0.0
992.95,2.93,2.93,100.0,1.21,0.0
992.88,2.82,2.82,100.0,1.99,0.0
992.83,2.72,2.72,100.0,2.18,0.0
992.81,2.68,2.68,100.0,1.58,0.0
992.8,2.63,2.63,100.0,2.46,0.0
992.74,2.36,2.36,100.0,2.46,0.0
992.71,2.32,2.32,100.0,2.17,0.0
992.69,2.32,2.32,100.0,2.19,0.0
992.62,2.34,2.34,100.0,1.09,0.0
992.6,2.49,2.48,100.0,1.61,0.0
992.49,2.55,2.55,100.0,1.58,0.0
992.44,2.5,2.5,100.0,1.09,0.0
992.38,2.72,2.72,100.0,2.31,0.0
992.3,3.55,3.3,98.2,2.5,0.0
992.29,2.96,2.75,98.5,1.89,0.0
992.29,2.6,2.6,100.0,1.06,0.0
992.38,2.71,2.71,100.0,1.63,0.0
992.38,2.77,2.77,100.0,1.88,0.0
992.27,2.84,2.84,100.0,2.38,0.0
992.29,3.11,3.11,100.0,1.24,0.0
992.32,3.28,3.28,100.0,1.82,0.0
992.35,3.46,3.41,99.7,1.24,0.04
992.32,3.38,3.37,99.9,2.33,0.0
992.33,3.29,3.29,100.0,2.64,0.0
992.3,3.37,3.37,100.0,1.65,0.0
992.33,3.39,3.39,100.0,2.37,0.0
992.3,3.32,3.32,100.0,2.25,0.0
992.22,3.21,3.21,100.0,2.11,0.0
992.24,3.32,3.32,100.0,2.75,0.0
992.26,3.55,3.55,100.0,3.19,0.0
992.23,3.78,3.78,100.0,2.86,0.0
992.21,3.77,3.77,100.0,2.41,0.18
992.21,3.74,3.74,100.0,2.18,1.33
992.2,3.85,3.85,100.0,1.82,5.24
992.16,3.98,3.98,100.0,3.14,12.88
992.2,4.2,4.2,100.0,1.35,17.31
992.19,4.3,4.3,100.0,1.86,19.06
992.3,4.23,4.23,100.0,2.01,27.32
992.39,4.5,4.5,100.0,3.4,95.79
992.46,5.0,4.91,99.4,2.59,82.44
992.56,4.9,4.87,99.8,3.27,69.8
992.53,5.1,5.03,99.5,2.96,133.81
992.53,5.78,5.37,97.2,2.31,154.03
992.64,5.83,5.33,96.6,2.24,106.07
992.61,5.64,5.34,97.9,2.59,116.99
992.56,5.79,5.52,98.1,1.58,114.16
992.62,5.94,5.65,98.0,2.0,138.34
992.62,6.18,5.75,97.1,2.39,168.59
992.55,6.57,5.92,95.6,1.35,190.05
992.47,7.15,6.17,93.5,2.05,338.75
992.39,7.65,6.23,90.7,2.99,191.07
992.49,7.91,5.95,87.4,3.12,217.18
992.6,8.22,5.39,82.3,4.25,180.03
992.63,8.27,5.49,82.6,3.4,191.64
992.65,8.46,5.54,81.8,2.99,264.44
992.6,8.77,5.27,78.6,4.23,176.81
992.61,8.71,4.86,76.68,2.72,131.38
992.58,8.76,4.93,76.83,2.84,186.36
992.49,8.94,4.97,76.11,3.25,162.51
992.44,8.95,4.8,75.13,2.46,141.04
992.42,8.92,4.72,74.86,3.28,172.01
992.36,9.1,4.88,74.81,2.12,363.92
992.29,9.69,4.57,70.35,4.42,492.53
992.34,10.05,3.76,64.87,3.34,327.68
992.28,10.04,3.58,64.06,4.8,266.7
992.26,10.22,3.33,62.19,4.04,282.54
992.26,10.04,3.49,63.69,4.35,166.77
992.27,9.94,4.06,66.74,1.96,139.55
992.22,9.82,4.22,68.06,2.7,209.18
992.23,9.95,3.96,66.23,3.57,236.86
992.19,10.47,3.84,63.4,2.91,525.5
992.16,11.07,3.1,57.81,4.3,411.81
992.22,10.59,2.8,58.44,3.16,138.04
992.22,10.41,3.19,60.82,3.12,237.0
992.18,10.61,3.34,60.64,2.56,239.23
992.2,10.58,3.48,61.35,2.53,203.14
992.16,10.49,3.55,62.05,3.26,196.38
992.16,10.53,3.66,62.37,2.06,166.97
992.18,10.61,3.6,61.75,1.6,121.24
992.19,10.49,3.42,61.5,2.95,111.47
992.16,10.41,3.73,63.17,1.84,97.12
992.17,10.38,4.12,65.09,2.45,83.92
992.18,10.3,3.94,64.58,2.14,86.52
992.2,10.29,4.17,65.69,1.37,84.79
992.21,10.3,4.34,66.42,1.96,60.53
992.23,10.23,4.24,66.27,1.69,55.41
992.24,10.17,4.38,67.21,1.69,49.07
992.24,10.1,4.55,68.35,1.27,43.06
992.2,10.04,4.63,68.98,1.6,53.01
992.14,10.01,4.57,68.83,1.45,59.55
992.11,9.98,5.14,71.82,1.12,55.18
992.14,9.89,5.1,72.05,0.94,53.03
992.12,9.87,4.96,71.4,1.27,47.97
992.14,9.94,4.35,68.09,1.67,34.12
992.1,9.85,4.35,68.51,1.64,25.62
992.11,9.78,4.23,68.25,1.93,17.89
992.15,9.54,5.24,74.46,2.01,11.79
992.21,9.44,4.51,71.23,2.12,7.21
992.27,9.49,4.57,71.3,1.67,3.4
992.31,9.22,5.42,77.05,1.67,0.47
992.35,9.02,4.82,74.9,2.05,0.0
992.36,8.99,4.4,72.87,2.77,0.0
992.33,8.88,4.25,72.64,3.0,0.0
992.34,8.7,4.27,73.64,3.44,0.0
992.37,8.41,4.46,76.1,3.29,0.0
992.42,8.02,4.36,77.63,3.1,0.0
992.41,7.64,4.42,79.98,3.04,0.0
992.42,7.46,4.09,79.11,3.27,0.0
992.49,7.75,3.97,76.91,3.3,0.0
992.52,7.29,3.99,79.46,2.16,0.0
992.51,7.19,3.72,78.5,2.24,0.0
992.5,7.22,3.68,78.17,2.35,0.0
992.56,7.32,3.67,77.56,2.8,0.0
992.62,7.13,4.05,80.7,2.17,0.0
992.68,6.76,4.23,83.9,1.99,0.0
992.76,6.49,4.13,84.8,1.51,0.0
992.75,6.2,4.35,87.9,1.77,0.0
992.72,6.04,4.35,88.9,2.51,0.0
992.8,5.77,4.39,90.8,2.27,0.0
992.86,5.39,4.6,94.6,2.43,0.0
992.86,5.08,4.55,96.4,2.27,0.0
992.79,4.79,4.56,98.4,1.92,0.0
992.8,4.67,4.31,97.5,2.19,0.0
992.83,4.7,4.13,96.1,1.58,0.0
992.86,4.54,4.2,97.6,2.58,0.0
992.87,4.32,4.17,99.0,2.36,0.0
992.89,4.14,4.12,99.9,2.56,0.0
992.92,3.99,3.99,100.0,2.4,0.0
992.9,3.94,3.94,100.0,2.1,0.0
992.82,3.98,3.98,100.0,1.91,0.0
992.78,4.08,4.08,100.0,0.97,0.0
992.72,4.13,4.07,99.6,2.17,0.0
992.74,3.96,3.96,100.0,2.23,0.0
992.68,3.81,3.81,100.0,2.16,0.0
992.66,3.67,3.67,100.0,2.18,0.0
992.64,3.59,3.59,100.0,2.96,0.0
992.59,3.44,3.44,100.0,1.96,0.0
992.54,3.45,3.45,100.0,1.73,0.0
992.51,3.38,3.38,100.0,2.31,0.0
992.51,3.39,3.39,100.0,1.36,0.0
992.54,3.46,3.46,100.0,2.01,0.0
992.56,3.44,3.44,100.0,1.18,0.0
992.56,3.45,3.45,100.0,1.63,0.0
992.61,3.5,3.5,100.0,1.69,0.0
992.61,3.55,3.55,100.0,2.08,0.0
992.5,3.58,3.58,100.0,1.46,0.0
992.36,3.56,3.56,100.0,1.11,0.0
992.27,3.62,3.62,100.0,2.01,0.0
992.29,3.69,3.69,100.0,2.11,0.0
992.28,3.78,3.78,100.0,2.29,0.0
992.32,3.73,3.73,100.0,2.37,0.0
992.35,3.68,3.68,100.0,2.24,0.0
992.3,3.72,3.72,100.0,1.74,0.0
992.24,3.79,3.79,100.0,2.34,0.0
992.11,3.85,3.85,100.0,2.31,0.0
992.03,3.91,3.91,100.0,1.97,0.0
992.06,3.96,3.96,100.0,1.7,0.0
992.02,4.0,4.0,100.0,2.17,0.0
991.96,4.02,3.99,99.8,2.43,0.0
991.9,4.09,4.02,99.5,2.5,0.0
991.94,4.12,4.1,99.9,2.41,0.0
992.02,4.11,4.11,100.0,3.01,0.0
992.04,4.12,4.12,100.0,2.93,0.0
992.09,4.16,4.15,99.9,1.83,0.0
992.11,4.24,4.23,99.9,1.61,0.0
992.09,4.24,4.24,100.0,2.26,0.0
992.13,4.27,4.27,100.0,2.02,0.0
992.14,4.25,4.25,100.0,1.99,0.0
992.16,4.23,4.23,100.0,1.47,0.0
992.07,4.3,4.3,100.0,1.13,0.0
991.98,4.4,4.4,100.0,1.61,0.0
991.97,4.41,4.41,100.0,1.66,0.0
991.93,4.44,4.44,100.0,1.77,0.0
991.97,4.44,4.44,100.0,2.2,0.0
992.04,4.47,4.47,100.0,2.18,0.0
992.03,4.52,4.52,100.0,2.16,0.0
991.99,4.55,4.54,99.9,2.77,0.27
992.01,4.54,4.54,100.0,1.26,1.4
992.03,4.54,4.54,100.0,1.55,2.92
992.1,4.65,4.64,99.9,1.51,6.06
992.18,4.75,4.69,99.6,2.15,10.74
992.23,4.77,4.74,99.8,2.45,21.81
992.2,4.87,4.84,99.8,2.08,34.25
992.18,4.88,4.84,99.7,2.65,43.28
992.22,5.04,4.97,99.5,2.39,58.35
992.24,5.22,5.02,98.6,1.99,94.82
992.22,6.05,5.28,94.8,1.52,229.71
992.28,7.19,5.6,89.6,1.33,215.88
992.22,7.26,5.62,89.3,1.78,96.74
992.26,6.81,5.63,92.2,1.99,156.61
992.32,6.71,5.65,92.9,2.34,108.63
992.33,6.97,5.85,92.6,2.11,176.46
992.28,7.26,5.94,91.3,2.16,145.49
992.33,7.38,6.09,91.5,2.1,204.45
992.29,7.87,6.38,90.3,1.48,138.92
992.36,8.07,6.53,90.0,2.0,110.08
992.42,8.09,6.62,90.4,1.86,107.13
992.3,8.42,6.83,89.7,1.45,210.91
992.2,9.13,7.07,86.9,2.89,216.92
992.18,9.75,7.22,84.2,2.97,259.79
992.14,10.02,7.19,82.5,3.4,250.69
992.24,10.12,7.11,81.5,3.91,131.12
992.24,9.87,7.0,82.3,4.48,196.82
992.15,10.03,7.14,82.2,4.16,227.92
992.07,10.31,7.09,80.4,4.22,255.0
992.04,10.49,6.83,78.03,3.88,292.56
991.96,10.72,6.78,76.55,4.66,333.69
991.84,10.95,6.87,75.85,3.52,334.59
991.7,11.1,6.74,74.44,4.35,246.28
991.66,10.83,6.54,74.77,4.76,113.32
991.57,10.58,6.61,76.37,4.16,119.26
991.49,10.61,6.75,76.94,2.74,162.16
991.4,10.85,6.59,74.9,3.14,285.35
991.36,11.32,6.05,69.93,3.7,447.59
991.35,11.42,6.21,70.28,3.44,207.88
991.24,11.44,6.49,71.55,3.19,331.44
991.12,11.94,6.02,67.0,3.93,480.47
991.08,11.97,5.56,64.77,4.81,549.56
991.08,12.2,5.64,64.13,5.53,310.06
991.0,11.84,5.41,64.62,4.08,215.12
990.92,11.77,5.54,65.53,3.5,216.99
990.87,11.84,5.66,65.77,2.89,153.72
990.82,11.79,5.61,65.75,3.98,91.55
990.73,11.91,5.75,65.86,3.49,366.27
990.61,13.0,5.9,61.97,4.77,522.27
990.51,13.16,5.67,60.36,4.46,417.19
990.48,13.02,5.53,60.31,4.83,295.15
990.48,12.94,5.34,59.84,3.38,427.81
990.43,13.22,5.14,57.94,3.8,270.64
990.39,13.09,5.04,58.04,3.33,237.06
990.39,12.71,4.86,58.73,3.13,106.68
990.36,12.3,4.62,59.33,2.51,63.89
990.29,12.17,4.99,61.43,3.09,220.83
990.25,12.62,5.64,62.39,1.8,208.33
990.31,12.78,5.43,60.84,3.18,94.7
990.36,12.39,5.12,61.1,2.49,129.5
990.39,12.34,5.11,61.24,3.3,149.39
990.34,11.62,6.66,71.53,3.57,97.26
990.5,10.75,6.81,76.57,5.78,39.53
990.78,9.98,7.41,84.0,6.21,7.44
990.98,9.07,7.59,90.4,4.65,5.14
991.05,8.75,7.75,93.4,2.82,4.47
991.07,8.67,7.7,93.6,1.63,1.7
991.04,8.62,7.41,92.1,1.77,0.0
991.03,8.54,7.14,90.9,1.69,0.0
991.06,8.95,6.52,84.7,1.51,0.27
991.1,8.79,7.37,90.8,1.62,0.0
991.16,8.62,7.65,93.6,0.82,0.0
991.22,8.52,7.42,92.8,2.11,0.0
991.2,8.83,6.54,85.5,2.87,0.0
991.16,9.15,6.72,84.7,2.11,0.0
991.18,8.45,7.5,93.7,2.92,0.0
991.22,7.95,7.73,98.5,2.44,0.0
991.21,8.05,7.39,95.6,2.01,0.0
991.22,7.72,7.41,97.9,1.52,0.0
991.16,7.65,7.28,97.5,1.28,0.0
991.12,7.71,7.19,96.5,1.58,0.0
991.09,7.65,6.9,95.0,1.54,0.0
991.17,7.45,7.02,97.1,1.23,0.0
991.26,7.13,7.0,99.1,0.83,0.0
991.24,6.66,6.47,98.7,3.06,0.0
991.08,6.62,6.14,96.7,3.32,0.0
990.99,6.59,6.04,96.3,3.45,0.0
991.1,6.63,6.05,96.1,2.13,0.0
991.11,6.54,5.96,96.1,2.13,0.0
991.12,6.2,5.86,97.7,1.75,0.0
991.11,6.13,6.04,99.4,1.39,0.0
991.12,6.11,5.9,98.5,1.96,0.0
991.12,5.97,5.71,98.2,2.99,0.0
991.02,6.02,5.97,99.6,1.65,0.0
991.0,5.83,5.71,99.2,0.55,0.0
991.0,5.39,5.39,100.0,2.62,0.0
990.87,5.28,5.28,100.0,2.46,0.0
990.93,5.29,5.29,100.0,1.35,0.0
990.93,5.49,5.49,100.0,1.48,0.0
990.87,5.54,5.54,100.0,2.27,0.0
990.83,5.18,5.18,100.0,2.43,0.0
990.69,5.04,5.04,100.0,1.13,0.0
990.68,5.01,5.01,100.0,1.57,0.0
990.6,5.28,5.28,100.0,0.61,0.0
990.38,5.08,5.08,100.0,1.08,0.0
990.25,4.92,4.92,100.0,1.2,0.0
990.16,4.85,4.85,100.0,0.8,0.0
990.11,5.1,5.1,100.0,0.77,0.0
990.09,5.28,5.28,100.0,1.05,0.0
990.02,5.29,5.29,100.0,0.99,0.0
990.03,5.29,5.29,100.0,1.09,0.0
990.05,5.32,5.32,100.0,1.52,0.0
989.95,5.36,5.36,100.0,1.23,0.0
989.94,5.3,5.3,100.0,1.27,0.0
989.84,5.28,5.28,100.0,1.09,0.0
989.76,5.3,5.3,100.0,1.21,0.0
989.66,5.23,5.23,100.0,0.71,0.0
989.63,5.35,5.35,100.0,0.91,0.0
989.58,5.31,5.31,100.0,1.17,0.0
989.53,5.26,5.26,100.0,1.89,0.0
989.44,5.28,5.28,100.0,1.71,0.0
989.33,5.35,5.35,100.0,1.73,0.0
989.33,5.43,5.43,100.0,1.89,0.0
989.27,5.32,5.32,100.0,1.91,0.0
989.15,5.29,5.29,100.0,1.67,0.0
988.95,5.36,5.36,100.0,0.69,0.0
988.82,5.46,5.46,100.0,0.95,0.0
988.78,5.54,5.54,100.0,0.8,0.0
988.84,5.66,5.66,100.0,1.04,0.0
988.85,5.74,5.73,99.9,0.91,0.0
988.76,5.65,5.65,100.0,1.32,0.0
988.83,5.65,5.65,100.0,1.45,0.0
988.84,5.63,5.63,100.0,1.34,0.0
988.74,5.49,5.49,100.0,1.17,0.0
988.79,5.5,5.5,100.0,1.21,0.0
988.77,5.52,5.52,100.0,1.69,0.0
988.86,5.48,5.48,100.0,1.4,0.0
988.88,5.51,5.51,100.0,1.44,0.0
988.89,5.49,5.49,100.0,1.48,0.0
988.86,5.46,5.46,100.0,1.59,0.0
988.85,5.46,5.46,100.0,1.29,0.0
988.76,5.51,5.51,100.0,1.52,0.0
988.79,5.57,5.57,100.0,1.55,0.0
988.76,5.67,5.67,100.0,1.11,0.0
988.79,5.8,5.8,100.0,1.39,0.07
988.75,5.78,5.78,100.0,1.24,1.1
988.68,5.8,5.79,99.9,1.14,2.78
988.64,5.87,5.82,99.6,1.06,8.73
988.6,5.98,5.93,99.7,0.87,16.55
988.57,5.96,5.96,100.0,0.75,27.8
988.61,6.03,6.03,100.0,0.69,43.86
988.73,6.15,6.07,99.5,1.13,57.71
988.76,6.15,6.04,99.3,1.27,67.26
988.84,6.25,6.15,99.3,1.58,87.27
988.9,6.39,6.26,99.1,1.22,83.45
988.94,6.54,6.28,98.2,1.75,110.28
988.82,6.74,6.36,97.4,1.66,140.01
988.81,6.78,6.49,98.0,1.77,120.41
988.79,6.78,6.67,99.3,1.58,115.56
988.74,6.85,6.69,98.9,1.12,113.06
988.78,7.45,7.05,97.3,0.82,133.36
988.75,7.71,7.18,96.4,1.73,180.13
988.74,7.88,7.26,95.8,1.45,212.19
988.7,8.44,7.53,94.0,1.48,264.11
988.67,8.37,7.49,94.2,1.55,251.61
988.65,8.65,7.54,92.7,1.82,214.6
988.63,8.66,7.26,90.9,1.51,202.98
988.5,8.64,7.18,90.5,1.64,236.39
988.34,8.69,7.29,90.9,1.99,257.61
988.18,8.87,7.57,91.5,2.06,293.46
988.1,9.01,7.66,91.2,2.53,230.3
988.09,9.08,7.63,90.6,2.84,273.87
988.06,9.06,7.51,90.0,2.78,313.2
988.08,9.26,7.76,90.3,3.07,316.12
988.08,9.4,7.7,89.1,3.2,293.75
988.12,9.53,7.61,87.8,3.73,261.47
988.1,9.61,7.76,88.2,4.16,260.66
988.1,9.76,7.74,87.2,4.25,261.97
988.09,9.81,7.33,84.5,4.03,215.65
988.0,9.76,7.23,84.2,3.76,255.8
987.92,9.95,7.38,84.0,5.07,319.07
987.86,9.93,7.39,84.2,4.57,231.19
987.76,9.8,7.39,84.9,4.59,182.33
987.68,9.82,7.36,84.6,4.37,248.61
987.51,10.13,7.28,82.4,3.27,399.32
987.38,10.27,6.96,79.9,4.37,199.44
987.27,10.22,6.23,76.21,4.5,276.63
987.18,10.39,5.87,73.49,4.59,324.01
987.14,10.74,5.72,71.06,3.97,430.25
987.11,10.78,5.98,72.15,2.81,295.95
987.05,10.92,6.13,72.21,3.61,124.95
987.16,10.73,5.29,68.99,6.34,48.96
987.31,10.3,6.04,74.79,6.36,38.9
987.34,10.09,5.96,75.46,6.13,70.61
987.34,10.11,6.03,75.73,4.77,111.58
987.29,10.18,6.2,76.27,3.72,105.07
987.2,10.22,6.31,76.65,4.03,112.38
987.19,10.23,6.37,76.91,4.11,132.14
987.19,10.26,6.28,76.28,4.28,193.81
987.16,10.49,6.11,74.21,4.03,302.86
987.05,10.82,5.73,70.72,3.55,239.15
987.0,10.75,5.73,71.05,5.99,96.4
987.03,10.61,5.22,69.22,6.05,80.39
987.07,10.43,4.56,66.9,5.01,89.06
987.1,10.3,4.35,66.47,4.83,77.58
987.14,10.18,4.37,67.13,3.98,60.28
987.1,10.01,4.33,67.72,2.39,45.17
987.18,9.91,4.44,68.67,2.51,32.89
987.25,9.75,4.63,70.36,2.42,22.38
987.19,9.59,4.6,70.99,2.2,10.17
987.15,9.43,4.76,72.56,2.12,2.21
987.11,9.23,4.79,73.71,2.56,0.0
987.11,9.2,4.7,73.37,2.3,0.0
987.22,9.11,4.63,73.46,2.26,0.0
987.27,8.95,4.64,74.3,1.53,0.0
987.24,8.85,4.59,74.54,2.46,0.0
987.29,8.86,4.54,74.22,2.31,0.0
987.38,8.82,4.45,73.97,1.54,0.0
987.47,8.67,4.64,75.75,1.2,0.0
987.52,8.66,4.58,75.46,2.08,0.0
987.5,8.68,4.62,75.6,2.3,0.0
987.49,8.64,4.68,76.12,2.08,0.0
987.5,8.57,4.96,78.0,1.42,0.0
987.53,8.31,5.06,79.92,1.2,0.0
987.52,8.29,4.79,78.51,1.59,0.0
987.49,8.35,4.79,78.22,1.64,0.0
987.43,8.32,4.85,78.68,1.49,0.0
987.41,8.31,4.88,78.94,1.91,0.0
987.4,8.36,5.0,79.33,1.49,0.0
987.42,8.35,5.22,80.6,1.68,0.0
987.46,8.31,5.39,81.8,2.2,0.0
987.48,8.27,5.44,82.3,2.35,0.0
987.48,8.22,5.48,82.8,2.81,0.0
987.45,8.2,5.51,83.1,3.22,0.0
987.41,8.26,5.67,83.7,1.96,0.0
987.41,8.22,5.77,84.5,2.79,0.0
987.41,8.21,5.85,85.0,2.74,0.0
987.35,8.08,5.8,85.5,1.8,0.0
987.31,7.89,5.85,86.9,1.82,0.0
987.27,7.72,5.88,88.1,2.16,0.0
987.26,7.73,5.93,88.3,2.13,0.0
987.25,7.77,6.01,88.6,2.68,0.0
987.25,7.92,6.16,88.6,1.94,0.0
987.2,7.9,6.27,89.4,1.98,0.0
987.11,7.88,6.23,89.3,2.78,0.0
987.06,7.91,6.32,89.6,2.36,0.0
986.98,7.93,6.36,89.8,2.3,0.0
986.89,7.88,6.39,90.3,2.51,0.0
986.8,7.87,6.42,90.5,3.17,0.0
986.73,7.93,6.49,90.6,3.41,0.0
986.76,7.94,6.53,90.8,2.84,0.0
986.76,7.88,6.6,91.6,2.43,0.0
986.72,7.9,6.64,91.7,2.82,0.0
986.63,7.93,6.68,91.8,2.11,0.0
986.56,7.91,6.77,92.5,2.79,0.0
986.6,8.0,6.88,92.6,2.71,0.0
986.65,8.05,7.16,94.1,1.73,0.0
986.56,7.93,7.23,95.3,2.19,0.0
986.53,7.84,7.23,95.9,2.65,0.0
986.54,7.86,7.29,96.2,2.4,0.0
986.47,7.89,7.35,96.4,3.13,0.0
986.28,7.82,7.4,97.2,3.45,0.0
986.16,7.82,7.4,97.2,3.56,0.0
986.04,7.87,7.39,96.8,3.09,0.0
985.89,7.89,7.44,97.0,3.28,0.0
985.79,7.91,7.45,96.9,3.35,0.0
985.79,7.97,7.46,96.6,3.11,0.0
985.73,8.08,7.44,95.7,3.59,0.0
985.74,8.16,7.44,95.2,4.3,0.0
985.73,8.01,7.41,96.0,2.84,0.0
985.82,7.95,7.49,96.9,3.16,0.0
985.62,7.88,7.34,96.4,3.05,0.0
985.39,7.9,7.33,96.2,3.59,0.0
985.38,7.84,7.5,97.7,3.01,0.0
985.27,7.9,7.59,97.9,3.87,0.07
985.05,7.96,7.59,97.5,4.25,0.0
984.95,7.98,7.64,97.7,4.22,0.0
985.01,7.99,7.71,98.1,2.92,0.0
985.1,8.02,7.59,97.1,5.6,0.0
985.09,7.99,7.56,97.1,6.67,0.0
985.02,7.92,7.69,98.4,3.62,0.0
984.87,7.9,7.72,98.8,3.76,0.0
984.9,7.92,7.67,98.3,5.07,0.0
984.79,7.91,7.61,98.0,3.87,0.0
984.75,7.83,7.6,98.5,4.5,0.0
984.79,7.79,7.63,98.9,3.02,0.0
984.84,7.8,7.55,98.3,3.64,0.0
984.8,7.84,7.44,97.3,4.14,0.0
984.84,7.8,7.42,97.4,4.87,0.0
984.75,7.77,7.39,97.4,4.77,0.06
984.67,7.71,7.31,97.3,2.93,0.62
984.75,7.64,7.31,97.8,3.76,1.93
984.77,7.52,7.32,98.7,3.97,3.24
984.72,7.45,7.31,99.0,5.99,6.16
984.71,7.42,7.31,99.3,4.38,7.3
984.65,7.38,7.33,99.7,4.5,11.74
984.59,7.36,7.24,99.2,4.9,13.53
984.58,7.33,7.2,99.1,5.23,21.68
984.5,7.35,7.2,99.0,6.4,26.08
984.49,7.4,7.23,98.8,4.66,31.41
984.46,7.47,7.28,98.7,5.01,47.62
984.36,7.49,7.31,98.8,5.17,68.3
984.34,7.52,7.37,99.0,5.69,76.49
984.36,7.55,7.37,98.8,5.15,58.39
984.42,7.52,7.4,99.2,5.85,64.81
984.35,7.55,7.47,99.4,6.23,69.59
984.33,7.6,7.53,99.5,5.01,74.69
984.26,7.65,7.58,99.5,5.72,76.32
984.18,7.71,7.62,99.4,5.2,70.16
984.01,7.71,7.63,99.5,5.68,98.73
983.86,7.79,7.64,99.0,5.17,120.86
983.85,7.87,7.71,98.9,6.65,103.46
983.83,7.88,7.76,99.2,6.2,77.49
983.73,7.86,7.74,99.2,6.34,85.57
983.68,7.9,7.74,98.9,7.35,97.88
983.79,7.94,7.84,99.3,4.78,67.51
983.8,7.98,7.85,99.1,4.89,89.22
983.82,8.0,7.88,99.2,7.17,77.5
983.83,8.02,7.92,99.3,4.28,79.8
983.89,8.08,8.04,99.7,2.96,88.27
983.88,8.12,7.93,98.7,4.44,88.17
983.79,8.17,7.78,97.4,5.11,92.22
983.75,8.2,7.84,97.6,4.01,124.08
983.74,8.22,7.82,97.3,4.78,102.78
983.72,8.18,7.88,98.0,5.67,92.59
983.72,8.13,7.92,98.6,4.31,79.56
983.65,8.14,7.95,98.7,5.4,80.56
983.63,8.17,7.89,98.1,5.51,70.6
983.66,8.15,7.9,98.3,5.84,81.15
983.72,8.19,7.85,97.7,4.23,79.73
983.75,8.17,7.87,98.0,3.7,82.88
983.74,8.14,7.66,96.8,3.97,74.2
983.66,8.07,7.64,97.1,4.85,72.56
983.69,8.01,7.68,97.8,4.66,62.13
983.68,7.95,7.74,98.6,4.78,58.39
983.71,7.94,7.71,98.5,3.56,61.87
983.68,7.92,7.62,98.0,4.93,62.01
983.65,7.85,7.51,97.7,4.98,54.04
983.66,7.83,7.55,98.1,3.55,62.32
983.62,7.85,7.65,98.7,5.36,66.66
983.67,7.84,7.67,98.8,4.73,52.61
983.62,7.81,7.65,98.9,5.78,65.77
